File,Matched_Entities,Matched_Entities_Count
data/part1/AlfredBarye_Sculptors_en.txt,"['barye', 'france', 'Alfred Barye', 'Alf Barye', '1882', 'Le Fils', 'Barye', 'French']",8
data/part1/AliceAdams(artist)_Sculptors_en.txt,"['american', 'Alice Adams', 'American']",3
data/part1/AliceAycock_Sculptors_en.txt,"['american', 'American', 'Aycock', 'aycock', 'AYCOCK', 'Alice Aycock']",6
data/part1/AliceChaplin_Sculptors_en.txt,['Alice Mary Chaplin'],1
data/part1/Aljoscha(artist)_Sculptors_en.txt,"['Ukrainian', 'Potupin', '1974']",3
data/part1/AlonzoChurch_ComputerScientists_en.txt,"['american', 'Alonzo Church', 'American', 'church', 'Church']",5
data/part1/AloïsdeBeule_Sculptors_en.txt,"['Aloïs De Beule', 'Aloïs de Beule', 'belgian', 'Belgian']",4
data/part1/AlstonHouseholder_ComputerScientists_en.txt,"['american', 'Alston Scott Householder', 'American']",3
data/part1/AmandusAdamson_Sculptors_en.txt,"['Estonia', 'Amandus Heinrich Adamson', 'Estonian', 'estonia', 'estonian']",5
data/part1/AmberAguirre_Sculptors_en.txt,"['American', 'Amber Aguirre', 'bfa', 'Aguirre', '1958']",5
data/part1/AndreaAleksi_Sculptors_en.txt,"['Albanian', 'Andrea Alessi', 'Andrija Aleši', 'Venetian', 'Dalmatia']",5
data/part1/AndrewAppel_ComputerScientists_en.txt,"['1960', 'New Jersey', 'Andrew Wilson Appel']",3
data/part1/AndrewBarto_ComputerScientists_en.txt,"['barto', 'Barto', '1948', 'Andrew G. Barto']",4
data/part1/AndrewBurton(sculptor)_Sculptors_en.txt,"['1961', 'English']",2
data/part1/AndrewDonaldBooth_ComputerScientists_en.txt,"['Andrew Donald Booth', 'British', 'Booth']",3
data/part1/AndrewHerbert_ComputerScientists_en.txt,"['Andrew James Herbert', 'British', '1954']",3
data/part1/AndrewKoenig(programmer)_ComputerScientists_en.txt,['Andrew Richard Koenig'],1
data/part1/AndrewMcCallum_ComputerScientists_en.txt,['Andrew McCallum'],1
data/part1/AndrewV.Goldberg_ComputerScientists_en.txt,"['1960', 'Andrew Vladislav Goldberg', 'American']",3
data/part1/AndreyErshov_ComputerScientists_en.txt,"['Andrey Petrovich Yershov', 'Yershov', 'Russian']",3
data/part1/AndreyNikolaevichKolmogorov_ComputerScientists_en.txt,"['Andrey Nikolaevich Kolmogorov', 'Soviet', 'Russian']",3
data/part1/AndriesvanDam_ComputerScientists_en.txt,"['Van Dam', 'Dutch', 'van Dam', 'Brown University']",4
data/part1/AndrásBeck_Sculptors_en.txt,"['1911–1985', 'Hungarian', 'András Beck']",3
data/part1/AndréBeauneveu_Sculptors_en.txt,['André Beauneveu'],1
data/part1/AngelaConner_Sculptors_en.txt,"['Angela Conner', 'conner', 'Conner', '1935']",4
data/part1/AngieJones_ComputerScientists_en.txt,['Angie Jones'],1
"data/part1/AnilK.Jain(computerscientist,born1948)_ComputerScientists_en.txt","['Anil Kumar Jain', '1948']",2
data/part1/AnitaBorg_ComputerScientists_en.txt,"['american', 'Anita Borg', 'American']",3
data/part1/AnnaChromý_Sculptors_en.txt,"['chromy', 'Czech', 'Anna Chromy', 'Chromy']",4
data/part1/AnneMarieCarl-Nielsen_Sculptors_en.txt,"['Carl Nielsen', 'Danish', 'Anne Marie Carl-Nielsen', 'Anne Marie Brodersen']",4
data/part1/AnnieEasley_ComputerScientists_en.txt,"['NASA', 'Annie Easley', 'Easley', 'easley']",4
data/part1/AnthonyCaro_Sculptors_en.txt,"['English', 'Anthony Alfred Caro']",2
data/part1/AnthonyJamesBarr_ComputerScientists_en.txt,"['Anthony James Barr', 'Tony Barr', 'Jim Barr']",3
data/part1/Antoine-DenisChaudet_Sculptors_en.txt,"['French', 'Antoine', 'antoine']",3
data/part1/Antoine-FélixBouré_Sculptors_en.txt,"['Félix Bouré', 'Antoine Bouré', 'Antoine-Félix Bouré', 'Belgian']",4
data/part1/Antoine-LouisBarye_Sculptors_en.txt,['Antoine-Louis Barye'],1
data/part1/AntoineBourdelle_Sculptors_en.txt,"['france', 'Paris', '18', 'antoine bourdelle', 'Antoine Bourdelle', 'French']",6
data/part1/AntoineCoysevox_Sculptors_en.txt,"['29', 'Charles Antoine Coysevox']",2
data/part1/AntonioAbondio_Sculptors_en.txt,"['İtaly', 'Italian', 'Antonio Abondio', 'italian', '1591', 'antonio abondio']",6
data/part1/AntonioBerti(sculptor)_Sculptors_en.txt,"['Antonio Berti', 'italian', 'Italian']",3
data/part1/AntonioCanova_Sculptors_en.txt,"['Neoclassical', 'Antonio Canova', 'italian', 'Italian']",4
data/part1/AntunAugustinčić_Sculptors_en.txt,"['Croatian', 'Antun Augustinčić']",2
data/part1/AravindK.Joshi_ComputerScientists_en.txt,"['Joshi', 'joshi', 'Aravind Krishna Joshi']",3
data/part1/Armando(artist)_Sculptors_en.txt,"['Herman Dirk Van Dodeweerd', 'Herman Dirk van Dodeweerd', 'armando', 'Armando', 'Dutch']",5
data/part1/ArmenAgop_Sculptors_en.txt,"['Armen Agop', '1969', 'Egyptian']",3
data/part1/ArminBaumgarten_Sculptors_en.txt,['Armin Baumgarten'],1
data/part1/ArnoBreker_Sculptors_en.txt,"['German', 'Breker', 'german', 'BREKER', 'Arno Breker', 'breker']",6
data/part1/ArnoldFranzBrasz_Sculptors_en.txt,"['american', 'American', 'Arnold Franz Brasz', 'Brasz', 'brasz']",5
data/part1/ArnolfodiCambio_Sculptors_en.txt,"['1300', 'Cambio', 'arnolfo', 'cambio', 'Italian', 'Arnolfo', 'italian']",7
data/part1/ArtBrenner_Sculptors_en.txt,"['american', 'Art Brenner', 'American']",3
data/part1/ArturBarrio_Sculptors_en.txt,"['Rio de Janeiro', 'Alipio Barrio de Sousa Lopes', 'brazil', 'Brazil']",4
data/part1/AshokGoel_ComputerScientists_en.txt,"['Ashok K. Goel', 'Goel']",2
data/part1/AttaurRehmanKhan_ComputerScientists_en.txt,"['Atta ur Rehman Khan', 'Pakistan']",2
data/part1/AvinashKak_ComputerScientists_en.txt,['1944'],1
data/part1/BaccioBandinelli_Sculptors_en.txt,"['Baccio Bandinelli', 'Bartolomeo Brandini', 'italian']",3
data/part1/BarbaraEngelhardt_ComputerScientists_en.txt,[],0
data/part1/BarbaraLiskov_ComputerScientists_en.txt,"['Barbara Jane Huberman', 'liskov', 'American', 'Liskov', 'Barbara Liskov']",5
data/part1/BarryBoehm_ComputerScientists_en.txt,"['Boehm', 'boehm', 'American', 'Barry William Boehm']",4
data/part1/BartolomeoAmmanati_Sculptors_en.txt,"['AMMANNATI', 'Ammanati', 'Signoria', '1550', '1592', 'İtaly', 'Ammannati', 'ammannati', 'italian', 'Bartolomeo Ammannati', 'one', 'ammanati']",12
data/part1/BartolomeoCavaceppi_Sculptors_en.txt,"['3', 'Cavaceppi', 'Italian', 'italian', 'cavaceppi', 'Bartolomeo Cavaceppi']",6
data/part1/BeatriceAngle_Sculptors_en.txt,"['British', 'Beatrice Angle']",2
data/part1/BenedettoAntelami_Sculptors_en.txt,"['Italian', '1230', 'Benedetto Antelami', 'italian', 'Parma']",5
data/part1/BenitaArmstrong_Sculptors_en.txt,"['British', 'Benita Eleanora Armstrong']",2
data/part1/BenjaminCreswick_Sculptors_en.txt,['Benjamin Creswick'],1
data/part1/BenjaminPaulAkers_Sculptors_en.txt,"['american', 'American', 'Benjamin Paul Akers']",3
data/part1/BenvenutoCellini_Sculptors_en.txt,"['Benvenuto Cellini', 'italian', 'Italian']",3
data/part1/BerlindeDeBruyckere_Sculptors_en.txt,"['Berlinde De Bruyckere', 'Berlinde de Bruyckere', 'belgian', '1964', 'Belgian']",5
data/part1/BernardGaller_ComputerScientists_en.txt,"['Bernard A. Galler', 'American']",2
data/part1/BertBos_ComputerScientists_en.txt,"['Gijsbert', '1963', 'Dutch']",3
data/part1/BertrandMeyer_ComputerScientists_en.txt,['French'],1
data/part1/BethCullen-Kerridge_Sculptors_en.txt,"['Cullen-Kerridge', '1970', 'English', 'Beth Cullen-Kerridge']",4
data/part1/BettyHolberton_ComputerScientists_en.txt,"['Holberton', 'ENIAC', 'Elizabeth Holberton', 'American']",4
data/part1/BholekarSrihari_Sculptors_en.txt,"['india', 'India']",2
data/part1/BillBarrett(artist)_Sculptors_en.txt,"['american', 'Bill Barrett', 'American']",3
data/part1/BillGates_ComputerScientists_en.txt,"['american', 'Gates', 'American', 'Melinda', 'Microsoft', 'gates', '1975', '2008', 'GATES', 'microsoft', 'William Henry Gates III', '2000']",12
data/part1/BillGropp_ComputerScientists_en.txt,"['Gropp', 'gropp']",2
data/part1/BillJoy_ComputerScientists_en.txt,"['JOY', 'Joy', '2003', 'American', 'us', 'US', 'joy', 'William Nelson Joy']",8
data/part1/BorisvanBerkum_Sculptors_en.txt,"['Boris van Berkum', 'Dutch']",2
data/part1/BrendanEich_ComputerScientists_en.txt,"['JavaScript', 'Mozilla', 'American']",3
data/part1/BrianHarris(translationresearcher)_ComputerScientists_en.txt,['Brian Harris'],1
data/part1/BrianKernighan_ComputerScientists_en.txt,"['Canadian', 'canadian', 'kernighan', 'Brian Wilson Kernighan', 'Kernighan', '2015']",6
data/part1/BruceArden_ComputerScientists_en.txt,"['American', 'Bruce Wesley Arden', '12', '16', 'Arden']",5
data/part1/BryanCantrill_ComputerScientists_en.txt,"['American', '1973']",2
data/part1/ButlerLampson_ComputerScientists_en.txt,['American'],1
data/part1/BörjeLangefors_ComputerScientists_en.txt,"['Swedish', 'Börje Langefors', '21']",3
data/part1/C.A.R.Hoare_ComputerScientists_en.txt,"['tony Hoare', 'Hoare', 'British', 'Tony Hoare', 'Charles Antony Richard Hoare', 'C. A. R. Hoare', 'hoare']",7
data/part1/CaiusGabrielCibber_Sculptors_en.txt,['Gabriel Cibber'],1
data/part1/CamilleBillops_Sculptors_en.txt,['Camille Josephine Billops'],1
data/part1/CamilleClaudel_Sculptors_en.txt,"['Claudel', 'claudel', 'CLAUDEL', 'Camille Rosalie Claudel', 'French']",5
data/part1/CarlConrads_Sculptors_en.txt,"['Carl H. Conrads', 'american', 'American', 'Hartford', 'Charles Conrads']",5
data/part1/CarlHewitt_ComputerScientists_en.txt,"['Carl Eddie Hewitt', 'American']",2
data/part1/CarlKesselman_ComputerScientists_en.txt,"['american', 'Carl Kesselman', 'Kesselman', 'American']",4
data/part1/CarolinaBenedicks-Bruce_Sculptors_en.txt,"['Carolina Maria Benedicks-Bruce', 'Swedish']",2
data/part1/CarolinePeddleBall_Sculptors_en.txt,"['Caroline Peddle Ball', 'american', 'American']",3
data/part1/CarolineShawkBrooks_Sculptors_en.txt,"['Caroline Shawk Brooks', 'american', 'American']",3
data/part1/CasparBuberl_Sculptors_en.txt,"['american', '370', 'American', '1834', 'Caspar Buberl']",5
data/part1/CeciliaBerdichevsky_ComputerScientists_en.txt,"['argentine', 'Berdichevski', 'Cecilia Berdichevsky']",3
data/part1/CeciliaR.Aragon_ComputerScientists_en.txt,"['aragon', 'Aragon', 'American']",3
data/part1/CharlesBabbage_ComputerScientists_en.txt,"['babbage', '1991', 'English', 'BABBAGE', 'Babbage', 'Charles Babbage', '1832']",7
data/part1/CharlesBachman_ComputerScientists_en.txt,"['Bachman', 'Charles William Bachman III', 'American']",3
data/part1/CharlesE.Leiserson_ComputerScientists_en.txt,"['1953', 'Charles Eric Leiserson']",2
data/part1/CharlesGeschke_ComputerScientists_en.txt,"['Charles Matthew ""Chuck"" Geschke', 'American']",2
data/part1/CharlesH.Lindsey_ComputerScientists_en.txt,"['Charles Hodgson Lindsey', 'Lindsey', 'British']",3
data/part1/CharlesStarkDraper_ComputerScientists_en.txt,"['Charles Stark', 'american', 'American']",3
data/part1/CharlotteFroeseFischer_ComputerScientists_en.txt,"['Charlotte Froese Fischer', 'Canadian-American', 'mathematician', 'froese', 'Froese']",5
data/part1/ChrisLattner_ComputerScientists_en.txt,"['American', 'Lattner', 'Christopher Arthur Lattner', 'lattner', '1978', 'llvm']",6
data/part1/ChrisMcKinstry_ComputerScientists_en.txt,"['Kenneth Christopher McKinstry', 'McKinstry']",2
data/part1/ChristianCardellCorbet_Sculptors_en.txt,"['Canadian', 'christian', 'Christian', 'canadian', '1966']",5
data/part1/ChristineCharlesworth_Sculptors_en.txt,"['Christine Charlesworth', 'English', '1949']",3
data/part1/ChristineCorday_Sculptors_en.txt,"['american', 'corday', 'American', 'Christine Corday', '1970', 'Corday']",6
data/part1/ChristophBrüx_Sculptors_en.txt,"['Christoph Brüx', 'German', 'german']",3
data/part1/Christophe-GabrielAllegrain_Sculptors_en.txt,"['Christophe-Gabriel Allegrain', 'French']",2
data/part1/ChristopherJ.Date_ComputerScientists_en.txt,"['John Date', 'Chris']",2
data/part1/ChristopherRicheEvans_ComputerScientists_en.txt,"['British', 'Christopher Riche Evans']",2
data/part1/Chryssa_Sculptors_en.txt,"['american', 'CHRYSSA', 'American', 'Chryssa', 'Chryssa Vardea-Mavromichali', 'chryssa']",6
data/part1/CincinnatoBaruzzi_Sculptors_en.txt,"['Cincinnato Baruzzi', 'italian', 'Italian']",3
data/part1/ClaireColinet_Sculptors_en.txt,"['colinet', 'Colinet', 'Claire Jeanne Roberte Colinet', 'COLINET', 'French']",5
data/part1/ClaudeBertin_Sculptors_en.txt,"['1705', 'Claude Bertin', 'French']",3
data/part1/ClaudeCahun_Sculptors_en.txt,"['Mathilde Schwob', 'schwob', 'Lucy Renee', 'Claude Cahun', 'cahun', 'Cahun', 'Schwob', 'French']",8
data/part1/ClaudeMichel_Sculptors_en.txt,"['claude michel', 'Claude michel', 'Clodion', 'clodion', 'Claude Michel']",5
data/part1/ClemensvandenBroeck_Sculptors_en.txt,"['1943', 'Dutch', 'Broeck', 'van den']",4
data/part1/CliffJones(computerscientist)_ComputerScientists_en.txt,"['Jones', 'British', 'Cliff Jones', 'jones']",4
data/part1/ConorMcBride_ComputerScientists_en.txt,"['McBride', 'mcbride']",2
data/part1/ConstantNieuwenhuys_Sculptors_en.txt,"['Constant', 'CONSTANT', 'constant', 'Dutch', 'Constant Anton Nieuwenhuys']",5
data/part1/ConstantinBrâncuși_Sculptors_en.txt,"['Romanian', 'BRÂNCUȘI', 'Constantin Brâncuși', 'Constantin BRÂNCUȘI', 'Brâncuși']",5
data/part1/ConstantineAndreou_Sculptors_en.txt,"['ANDREOU', 'andreou', 'Andreou', 'Constantine Andreou']",4
data/part1/CoosjevanBruggen_Sculptors_en.txt,"['Dutch', 'Coosje van Bruggen', 'Coosje Van Bruggen', 'American']",4
data/part1/CorneliaVanAukenChapin_Sculptors_en.txt,"['american', 'American', 'Cornelia van Auken Chapin', 'Cornelia Van Auken Chapin']",4
data/part1/CornelisH.A.Koster_ComputerScientists_en.txt,"['2013', 'Dutch']",2
data/part1/CorneliusCure_Sculptors_en.txt,"['Cornelius Cure', 'Queen', '1607']",3
data/part1/CorradoBöhm_ComputerScientists_en.txt,"['Corrado Böhm', 'italian', 'Italian']",3
data/part1/CésarBaldaccini_Sculptors_en.txt,"['césar', 'César Baldaccini', 'French', 'César']",4
data/part1/D.R.Fulkerson_ComputerScientists_en.txt,"['american', 'American', 'fulkerson', 'Delbert Ray Fulkerson', 'Fulkerson']",5
data/part1/DamienCoyle_ComputerScientists_en.txt,"['2013', 'Damien Hugh Coyle']",2
data/part1/DanIngalls_ComputerScientists_en.txt,"['1944', 'Daniel Henry Holmes Ingalls Jr.']",2
data/part1/DanJurafsky_ComputerScientists_en.txt,"['Jurafsky', 'Daniel Jurafsky', 'jurafsky']",3
data/part1/DanKlein_ComputerScientists_en.txt,"['1976', 'American', 'Daniel Klein']",3
data/part1/DaneseCooper_ComputerScientists_en.txt,"['american', 'danese', 'Danese', 'American']",4
data/part1/DanielJ.Bernstein_ComputerScientists_en.txt,"['Daniel Julius BERNSTEIN', 'Daniel Julius Bernstein', 'American']",3
data/part1/DanielP.Friedman_ComputerScientists_en.txt,"['1944', 'Daniel Paul Friedman', 'Friedman']",3
data/part1/DannyHillis_ComputerScientists_en.txt,"['Hillis', 'William Daniel Hillis', 'hillis', 'American']",4
data/part1/DaphneKoller_ComputerScientists_en.txt,"['Coursera', 'Koller', 'Israeli', 'Stanford University', 'Daphne Koller', 'koller']",6
data/part1/DarrellLong_ComputerScientists_en.txt,"['Don Earl Long', 'American']",2
data/part1/DavidA.Huffman_ComputerScientists_en.txt,"['Huffman', 'huffman', 'American', 'David Albert Huffman']",4
data/part1/DavidAscalon_Sculptors_en.txt,"['Israeli', 'israeli', 'David Ascalon']",3
data/part1/DavidBader(computerscientist)_ComputerScientists_en.txt,"['2018', 'Bader', 'bader', 'David A. Bader']",4
data/part1/DavidBlei_ComputerScientists_en.txt,[],0
data/part1/DavidBooker_Sculptors_en.txt,"['Australian', 'David Booker', 'australian', '1954']",4
data/part1/DavidC.Evans_ComputerScientists_en.txt,['David Cannon Evans'],1
data/part1/DavidEppstein_ComputerScientists_en.txt,"['2011', '1963', 'David Arthur Eppstein', 'American']",4
data/part1/DavidF.Bacon_ComputerScientists_en.txt,"['David Bacon', 'American']",2
data/part1/DavidGelernter_ComputerScientists_en.txt,"['Gelernter', 'American', '4', 'gelernter', 'David Hillel Gelernter']",5
data/part1/DavidGries_ComputerScientists_en.txt,"['American', 'David Gries']",2
data/part1/DavidJ.Brown(computerscientist)_ComputerScientists_en.txt,"['David James Brown', '1982', 'American']",3
data/part1/DavidKarger_ComputerScientists_en.txt,"['David Ron Karger', 'American']",2
data/part1/DavidKorn(computerscientist)_ComputerScientists_en.txt,"['Korn', 'American', 'David Gerard Korn']",3
data/part1/DavidLiddle_ComputerScientists_en.txt,['David Liddle'],1
data/part1/DavidLuckham_ComputerScientists_en.txt,"['David Luckham', 'Luckham', 'luckham']",3
data/part1/DavidP.Anderson_ComputerScientists_en.txt,"['the Space Sciences Laboratory', 'BOINC', 'American', '1955', 'David Pope Anderson', 'Anderson']",6
data/part1/DavidS.Johnson_ComputerScientists_en.txt,"['American', '78', 'johnson', 'Johnson', '1945', 'David Stifler Johnson', '2016']",7
data/part1/DerekMcAuley_ComputerScientists_en.txt,[],0
data/part1/DhimiterÇani_Sculptors_en.txt,"['Albanian', '1990', '1904', 'Dhimitër Çani']",4
data/part1/Dianaal-Hadid_Sculptors_en.txt,"['American', 'Syrian', 'Diana al-Hadid', '1981', 'Diana Al-Hadid']",5
data/part1/DianeCarr_Sculptors_en.txt,['Diane Carr'],1
data/part1/DinesBjørner_ComputerScientists_en.txt,"['Dines Bjørner', 'Bjørner']",2
data/part1/DirkBus_Sculptors_en.txt,['Dutch'],1
data/part1/DonaldFiresmith_ComputerScientists_en.txt,"['american', 'American', 'Donald G. Firesmith']",3
data/part1/DonaldKnuth_ComputerScientists_en.txt,"['american', 'Knuth', 'American', 'Stanford University', 'knuth', 'Donald Ervin Knuth']",6
data/part1/DoraMetcalf_ComputerScientists_en.txt,['Dora'],1
data/part1/DorisCrane_Sculptors_en.txt,['Doris Martha Alice Crane'],1
data/part1/DorisTottenChase_Sculptors_en.txt,"['american', 'Doris Totten Chase', 'Chase', 'American']",4
data/part1/DorothyBlum_ComputerScientists_en.txt,"['Dorothy Toplitzky Blum', '1980', 'American']",3
data/part1/DorothyCross_Sculptors_en.txt,"['Dorothy Cross', '1956', 'Irish']",3
data/part1/DorothyE.Denning_ComputerScientists_en.txt,"['Dorothy Elizabeth', 'us']",2
data/part1/DouglasComer_ComputerScientists_en.txt,"['Comer', 'Douglas Earl Comer', 'comer']",3
data/part1/DouglasEngelbart_ComputerScientists_en.txt,"['engelbart', 'United States', 'American', 'Douglas Carl Engelbart', 'Engelbart']",5
data/part1/DouglasLenat_ComputerScientists_en.txt,"['American', 'Douglas Bruce Lenat', '25', 'lenat', 'Lenat', 'US']",6
data/part1/DouglasMcIlroy_ComputerScientists_en.txt,"['American', 'McIlroy', 'mcilroy', 'Malcolm douglas mcilroy', 'Malcolm Douglas McIlroy']",5
data/part1/DouglasRobertsonBisset_Sculptors_en.txt,"['Scottish', 'Douglas Robertson Bisset']",2
data/part1/E.AllenEmerson_ComputerScientists_en.txt,"['United States', 'E. Allen Emerson', 'American', 'Emerson', 'Ernest Allen Emerson II', 'emerson']",6
data/part1/E.MarkGold_ComputerScientists_en.txt,"['E. Mark Gold', '1936', 'American']",3
data/part1/EarlW.Bascom_Sculptors_en.txt,"['Earl Wesley', 'Canadian', 'canadian', 'American', 'bascom', 'Bascom']",6
data/part1/EdgarF.Codd_ComputerScientists_en.txt,"['Edgar Frank ""Ted"" Codd', 'English']",2
data/part1/EdithAnnaBell_Sculptors_en.txt,"['Irish', 'Edith Anna Bell']",2
data/part1/EdithBateson_Sculptors_en.txt,['Edith Bateson'],1
data/part1/EdmondAmateis_Sculptors_en.txt,"['american', 'Edmond Romulus Amateis', 'American']",3
data/part1/EdmundM.Clarke_ComputerScientists_en.txt,"['2007', 'American', 'Clarke', 'clarke', 'Jr.', 'Edmund Melson Clarke']",6
data/part1/EdsgerW.Dijkstra_ComputerScientists_en.txt,"['Edsger Wybe Dijkstra', '11', '60', 'dijkstra', 'Dijkstra', 'Dutch']",6
data/part1/EduardoChillida_Sculptors_en.txt,"['Juantegui', 'juantegui', 'Eduardo Chillida', 'basque', 'Spanish', 'Basque', 'Eduardo Txillida Juantegi']",7
data/part1/EdwardAllington_Sculptors_en.txt,"['Edward Thomas Allington', 'ALLINGTON', 'Allington', 'allington']",4
data/part1/EdwardBerge_Sculptors_en.txt,"['american', '1924', 'American', '1876', 'Henry Berge', 'Edward Henry Berge']",6
data/part1/EdwardD.Lazowska_ComputerScientists_en.txt,[],0
data/part1/EdwardFeigenbaum_ComputerScientists_en.txt,"['1994', 'Edward Albert Feigenbaum']",2
data/part1/EdwardFelten_ComputerScientists_en.txt,"['2018', 'Edward William Felten']",2
data/part1/EdwardFredkin_ComputerScientists_en.txt,"['Edward Fredkin', 'fredkin', 'Fredkin', 'American']",4
data/part1/EdwardHodgesBaily_Sculptors_en.txt,"['Edward Hodges Baily', 'Bailey']",2
data/part1/EdwardMarshallBoehm_Sculptors_en.txt,"['american', 'American', 'Boehm', 'Edward Marshall Boehm', 'boehm']",5
data/part1/EdwinCatmull_ComputerScientists_en.txt,"['Walt Disney Animation Studios', 'Edwin Earl Catmull', 'Pixar', 'American']",4
data/part1/EgidQuirinAsam_Sculptors_en.txt,"['German', 'asam', 'german', 'Asam', 'egid quirin asam', 'Egid Quirin Asam']",6
data/part1/EldonC.Hall_ComputerScientists_en.txt,['Eldon Hall'],1
data/part1/ElectraWaggonerBiggs_Sculptors_en.txt,"['Waggoner Biggs', 'Biggs']",2
data/part1/ElfriedeAbbe_Sculptors_en.txt,"['Abbe', 'Elfriede Martha Abbe', 'American']",3
data/part1/ElisabethCollins_Sculptors_en.txt,"['ramsden', 'Elisabeth Ward Collins', 'Ramsden']",3
data/part1/ElisabethGordonChandler_Sculptors_en.txt,"['american', 'Elisabeth Gordon Chandler', 'American']",3
data/part1/ElizabethCatlett_Sculptors_en.txt,"['Alice Elizabeth Catlett', 'Elizabeth catlett Mora', 'catlett', 'Elizabeth catlett', 'American', 'mexican', 'CATLETT', 'Elizabeth Catlett', 'Catlett', 'Mexican', 'Elizabeth Catlett Mora']",11
data/part1/EllaRoseCurtois_Sculptors_en.txt,"['Ella Rose Curtois', 'British']",2
data/part1/EllenRankinCopp_Sculptors_en.txt,"['american', '1893', 'American', 'Helen Houser Rankin', 'Ellen Rankin Copp', 'Ellen']",6
data/part1/EmiliaBayer_Sculptors_en.txt,"['Emilia N. Bayer', 'Emilia Bayer']",2
data/part1/EmilieBenesBrzezinski_Sculptors_en.txt,['Emilie Anna Beneš'],1
data/part1/EmiliusR.Ciampa_Sculptors_en.txt,"['america', 'american', 'America', 'American', 'Ciampa', 'Emilius', 'Emilius R. Ciampa', '6', 'ma']",9
data/part1/EricAdjeteyAnang_Sculptors_en.txt,"['Ghanaian', 'Ghana', 'Eric Adjetey Anang', 'ghana']",4
data/part1/EricHehner_ComputerScientists_en.txt,"['Canadian', 'hehner', 'Hehner']",3
